Key,english
perkPackMuleRank5BWLongDesc,"Unlock 18 more inventory slots, gain 10% stamina regeneration and 20% Run/walk speed. Pocket mods now provide 5 times the amount of their base slots. Base slots stack with the bonus ones. Your backpack has 25% chance to block 100% of incoming damage when hit."
perkWellInsulatedRank1BWLongDesc,"10 more temperature resistance. 10% negative buff resistance. 10% chance of removing a negative elemental buff. 2% more chance of finding The Fireman's Almanac perk books."
perkWellInsulatedRank2BWLongDesc,"30 more temperature resistance. 20% negative buff resistance. 20% chance of removing a negative elemental buff. 6% more chance of finding The Fireman's Almanac perk books."
perkWellInsulatedRank3BWLongDesc,"50 more temperature resistance. 30% negative buff resistance. 30% chance of removing a negative elemental buff. 10% more chance of finding The Fireman's Almanac perk books."
perkArcheryRank1BWLongDesc,"Archery weapons deal 20% more entity damage as well as degrading 10% less. Aim 20% faster. 20% Draw and reload speed with bows and crossbows. 10 bonus projectile velocity and flat headshot damage for archery weapons. 20% spread while ADS for bows. 10% spread while ADS for crossbows. 5/10/15% projectile stick chance for tier 1/2/3 archery weapons. 2% more chance of finding Bow Hunters magazines/Ranger's Guide to Archery/bows/crossbows/parts/arrows in loot."
perkArcheryRank2BWLongDesc,"Archery weapons deal 40% more entity damage as well as degrading 15% less. Aim 40% faster. 40% Draw and reload speed with bows and crossbows. 20 bonus projectile velocity and flat headshot damage for archery weapons. 17% spread while ADS for bows. 8% spread while ADS for crossbows. 10/20/30% projectile stick chance for tier 1/2/3 archery weapons. 4% more chance of finding Bow Hunters magazines./Ranger's Guide to Archery/bows/crossbows/parts/arrows in loot."
perkArcheryRank3BWLongDesc,"Archery weapons deal 60% more entity damage as well as degrading 20% less. Aim 60% faster. 60% Draw and reload speed with bows and crossbows. 30 bonus projectile velocity and flat headshot damage for archery weapons. 12% spread while ADS for bows. 6% spread while ADS for crossbows. 15/30/45/ projectile stick chance for tier 1/2/3 archery weapons. 6% more chance of finding Bow Hunters magazines./Ranger's Guide to Archery/bows/crossbows/parts/arrows in loot."
perkArcheryRank4BWLongDesc,"Archery weapons deal 80% more entity damage as well as degrading 25% less. Aim 80% faster. 80% Draw and reload speed with bows and crossbows. 40 bonus projectile velocity and flat headshot damage for archery weapons. 7% spread while ADS for bows. 4% spread while ADS for crossbows. 20/40/60% projectile stick chance for tier 1/2/3 archery weapons. 8% more chance of finding Bow Hunters magazines/Ranger's Guide to Archery/bows/crossbows/parts/arrows in loot."
perkArcheryRank5BWLongDesc,"Archery weapons deal 100% more entity damage as well as degrading 30% less. Aim 100% faster. 100% Draw and reload speed with bows and crossbows. 50 bonus projectile velocity and flat headshot damage for archery weapons. 2% spread while ADS for bows. 2% spread while ADS for crossbows. 25/50/75% projectile stick chance for tier 1/2/3 archery weapons. 10% more chance of finding Bow Hunters magazines/Ranger's Guide to Archery/bows/crossbows/parts/arrowsin loot. Unlock the recipe to craft the electric arrow/bolt."
perkSlowMetabolismRank1BWLongDesc,"Reduce water loss and food loss from health regeneration and physical exertion by 10%. Hold your breath underwater for 84 seconds and have 3% less chance of catching disentery. Gain an additional 10% consumable buffs duration." 
perkSlowMetabolismRank2BWLongDesc,"Reduce water loss and food loss from health regeneration and physical exertion by 15%. Hold your breath underwater for 108 seconds and have 6% less chance of catching disentery. Gain an additional 20% consumable buffs duration."
perkSlowMetabolismRank3BWLongDesc,"Reduce water loss and food loss from health regeneration and physical exertion by 20%. Hold your breath underwater for 132 seconds and have 9% less chance of catching disentery. Gain an additional 30% consumable buffs duration."
perkSlowMetabolismRank4BWLongDesc,"Reduce water loss and food loss from health regeneration and physical exertion by 25%. Hold your breath underwater for 156 seconds and have 12% less chance of catching disentery. Gain an additional 40% consumable buffs duration."
perkSlowMetabolismRank5BWLongDesc,"Reduce water loss and food loss from health regeneration and physical exertion by 30%. Hold your breath underwater for 180 seconds and have 15% less chance of catching disentery. Gain an additional 50% consumable buffs duration."
perkRuleOneCardioNameRank1BWLongDesc,"Gain +10% running stamina regeneration, +10% walk speed, +5% run speed and +10 max stamina."
perkRuleOneCardioNameRank2BWLongDesc,"Gain +20% running stamina regeneration, +15% walk speed, +10% run speed and +20 max stamina."
perkRuleOneCardioNameRank3BWLongDesc,"Gain +30% running stamina regeneration, +20% walk speed, +15% run speed and +30 max stamina."
perkRuleOneCardioNameRank4BWLongDesc,"Gain +40% running stamina regeneration, +25% walk speed, +20% run speed and +40 max stamina"
perkRuleOneCardioNameRank5BWLongDesc,"Gain +50% running stamina regeneration, +30% walk speed, +25% run speed and +50 max stamina"
perkCharismaticNatureRank1BWLongDesc,"All charismatic nature levels now apply to yourself as well. Allies and Party Members regenerate lost health 50% faster."
perkLockPickingRank1BWLongDesc,"40% faster lockpicking. 35% lower chance of breaking a lockpick. 30% more loot for when you find dukes/cash/gems. 2% more chance of finding forge ahead magazines and The Great Heist perk books in loot."
perkLockPickingRank2BWLongDesc,"47.5% faster lockpicking. 50% lower chance of breaking a lockpick. 60% more loot for when you find dukes/cash/gems. 6% more chance of finding forge ahead magazines and The Great Heist perk books in loot."
perkLockPickingRank3BWLongDesc,"55% faster lockpicking. 65% lower chance of breaking a lockpick. 90% more loot for when you find dukes/cash/gems. 10% more chance of finding forge ahead magazines and The Great Heist perk books in loot."
perkGreaseMonkeyRank1BWLongDesc,"10% more effectiveness of repair kits when used on vehicles. 33% less resources needed to craft bicycles. You can now harvest steel from scrapping vehicles. Harvest 20% forged steel from vehicles. 2% more chance of finding vehicle adventures magazines in loot. 10% more chance chance of finding repair kits and vehicle mod schematics in loot."
perkGreaseMonkeyRank2BWLongDesc,"20% more effectiveness of repair kits when used on vehicles. 33% less resources needed to craft minibikes. Harvest 40% forged steel from vehicles. 4% more chance of finding vehicle adventures magazines in loot. 15% more chance chance of finding repair kits and vehicle mod schematics in loot."
perkGreaseMonkeyRank3BWLongDesc,"30% more effectiveness of repair kits when used on vehicles. 33% less resources needed to craft motorcycles. Harvest 60% forged steel from vehicles. 6% more chance of finding vehicle adventures magazines in loot. 20% more chance chance of finding repair kits and vehicle mod schematics in loot. Unlock the recipe for an unique chassis improvement to motorcycles and minibikes."
perkGreaseMonkeyRank4BWLongDesc,"40% more effectiveness of repair kits when used on vehicles. 33% less resources needed to craft 4x4 trucks. Harvest 80% forged steel from vehicles. 8% more chance of finding vehicle adventures magazines in loot. 25% more chance chance of finding repair kits and vehicle mod schematics in loot. Unlock the recipe for an unique chassis improvement to cars."
perkGreaseMonkeyRank5BWLongDesc,"50% more effectiveness of repair kits when used on vehicles. 33% less resources needed to craft Gyrocopters. Harvest 100% forged steel from vehicles. 10% more chance of finding vehicle adventures magazines in loot. 30% more chance chance of finding repair kits and vehicle mod schematics in loot. Unlock the recipe for an unique chassis improvement to flying vehicles."
perkTheHuntsmanRank1BWLongDesc,"Harvest 20% more resources from skinning animals and zombie animals. Deal 10% more damage to animals and zombie animals. 2% more chance of finding Hunter's journal perk books in loot."
perkTheHuntsmanRank2BWLongDesc,"Harvest 40% more resources from skinning animals and zombie animals. Deal 20% more damage to animals and zombie animals. 4% more chance of finding Hunter's journal perk books in loot."
perkTheHuntsmanRank3BWLongDesc,"Harvest 60% more resources from skinning animals and zombie animals. Deal 30% more damage to animals and zombie animals. 6% more chance of finding Hunter's journal perk books in loot."
perkTheHuntsmanRank4BWLongDesc,"Harvest 80% more resources from skinning animals and zombie animals. Deal 40% more damage to animals and zombie animals. 8% more chance of finding Hunter's journal perk books in loot."
perkTheHuntsmanRank5BWLongDesc,"Harvest 100% more resources from skinning animals. Deal 50% more damage to animals and zombie animals. 10% more chance of finding Hunter's journal perk books in loot."
perkHiddenStrikeRank1BWLongDesc,"Sneak attacks deal an extra 50% damage. Your knives have 10% more range and ignore 10% of enemy armor. Gain 10% more XP for getting kills at night. Have 2% more chance of finding Urban Warfare perk books in loot."
perkHiddenStrikeRank2BWLongDesc,"Sneak attacks deal an extra 100% damage. Your knives have 15% more range and ignore 20% of enemy armor. Gain 15% more XP for getting kills at night. Have 4% more chance of finding Urban Warfare perk books in loot."
perkHiddenStrikeRank3BWLongDesc,"Sneak attacks deal an extra 150% damage. Your knives have 20% more range and ignore 30% of enemy armor. Gain 20% more XP for getting kills at night. Have 6% more chance of finding Urban Warfare perk books in loot."
perkHiddenStrikeRank4BWLongDesc,"Sneak attacks deal an extra 200% damage. Your knives have 25% more range and ignore 40% of enemy armor. Gain 25% more XP for getting kills at night. Have 8% more chance of finding Urban Warfare perk books in loot."
perkHiddenStrikeRank5BWLongDesc,"Sneak attacks deal an extra 250% damage. Your knives have 30% more range and ignore 50% of enemy armor. Gain 30% more XP for getting kills at night. Have 10% more chance of finding Urban Warfare perk books in loot."
perkFromTheShadowsRank1BWLongDesc,"You are 13% more stealthy when crouching in the darkness/shadows. Make 10% less noise and gain 20% faster crouch speed. Enemies will search for you for up to 50 seconds. Lose 5% less stamina when you jump or run with a knife equipped. Have 2% more chance of finding Night Stalker perk books in loot."
perkFromTheShadowsRank2BWLongDesc,"You are 26% more stealthy when crouching in the darkness/shadows. Make 20% less noise and gain 40% faster crouch speed. Enemies will search for you for up to 40 seconds. Lose 10% less stamina when you jump or run with a knife equipped. Have 4% more chance of finding Night Stalker perk books in loot."
perkFromTheShadowsRank3BWLongDesc,"You are 39% more stealthy when crouching in the darkness/shadows. Make 30% less noise and gain 60% faster crouch speed. Enemies will search for you for up to 30 seconds. Lose 15% less stamina when you jump or run with a knife equipped. Have 6% more chance of finding Night Stalker perk books in loot."
perkFromTheShadowsRank4BWLongDesc,"You are 52% more stealthy when crouching in the darkness/shadows. Make 40% less noise and gain 80% faster crouch speed. Enemies will search for you for up to 25 seconds. Running on trash piles won't make any noise. Lose 20% less stamina when you jump or run with a knife equipped. Have 8% more chance of finding Night Stalker perk books in loot."
perkFromTheShadowsRank5BWLongDesc,"You are 65% more stealthy when crouching in the darkness/shadows. Make 50% less noise and gain 100% faster crouch speed. Enemies will search for you for up to 20 seconds. Running on trash piles won't make any noise. Lose 25% less stamina when you jump or run with a knife equipped. Have 10% more chance of finding Night Stalker perk books in loot."
perkSkullCrusherRank1BWLongDesc,"Sledgehammers deal 10% more damage as well as degrading 10% less. Power attacks have a 15% chance to knock down enemies. Stamina costs are reduced by 20% for both attacks. Killing blows grant 10 stamina. 2% more chance of finding Sledgehammers, parts, Get Hammered magazines and sledgehammer saga perk books in loot. Deal 100% more damage to doors and safes. Gain 2% attack speed with sledgehammers."
perkSkullCrusherRank2BWLongDesc,"Sledgehammers deal 20% more damage as well as degrading 15% less. Power attacks have a 30% chance to knock down enemies. Stamina costs are reduced by 30% for both attacks. Killing blows grant 20 stamina. 4% more chance of finding Sledgehammers, parts, Get Hammered magazines and sledgehammer saga perk books in loot. Deal 130% more damage to doors and safes. Gain 4% attack speed with sledgehammers."
perkSkullCrusherRank3BWLongDesc,"Sledgehammers deal 30% more damage as well as degrading 20% less. Power attacks have a 45% chance to knock down enemies and a 20% chance to knock down nearby foes. Stamina costs are reduced by 40% for both attacks. Killing blows grant 30 stamina. 6% more chance of finding Sledgehammers, parts, Get Hammered magazines and sledgehammer saga perk books in loot. Deal 160% more damage to doors and safes. Gain 6% attack speed with sledgehammers."
perkSkullCrusherRank4BWLongDesc,"Sledgehammers deal 40% more damage as well as degrading 25% less. Power attacks have a 60% chance to knock down enemies and a 35% chance to knock down nearby foes. Stamina costs are reduced by 50% for both attacks. Killing blows grant 40 stamina. 8% more chance of finding Sledgehammers, parts, Get Hammered magazines and sledgehammer saga perk books in loot. Deal 190% more damage to doors and safes. Gain 8% attack speed with sledgehammers."
perkSkullCrusherRank5BWLongDesc,"Sledgehammers deal 50% more damage as well as degrading 30% less. Power attacks have a 75% chance to knock down enemies and a 50% chance to knock down nearby foes. Stamina costs are reduced by 60% for both attacks. Killing blows grant 50 stamina. 10% more chance of finding Sledgehammers, parts, Get Hammered magazines and sledgehammer saga perk books in loot. Deal 200% more damage to doors and safes. Gain 10% attack speed with sledgehammers."
perkAdvancedEngineeringRank1BWLongDesc,"Gain 20% XP from electrical trap kills. Items craft 50% faster at the forge. Craft glue cheaper. Craft anything 10% faster (doesn't apply to forge or glue, applies to all levels). 2% more chance of finding parts/Handy Land/Wiring 101/Electrical Traps/Forge Ahead magazines in loot."
perkAdvancedEngineeringRank2BWLongDesc,"Gain 40% XP from electrical trap kills. Items craft 50% faster at workbenches and cement mixers. Craft anything 20% faster (stacks with workbenches and cement mixers bonus, applies to all levels). 4% more chance of finding parts/Handy Land/Wiring 101/Electrical Traps/Forge Ahead magazines in loot."
perkAdvancedEngineeringRank3BWLongDesc,"Gain 60% XP from electrical trap kills. All forge recipes cost 10% less. Crafting Forged Steel and electrical devices costs 15% less. Craft anything 30% faster. 6% more chance of finding parts/Handy Land/Wiring 101/Electrical Traps/Forge Ahead magazines in loot."
perkAdvancedEngineeringRank4BWLongDesc,"Gain 80% XP from electrical trap kills. All forge recipes cost 15% less. Crafting Forged Steel and electrical devices costs 25% less. Craft anything 40% faster. 8% more chance of finding parts/Handy Land/Wiring 101/Electrical Traps/Forge Ahead magazines in loot."
perkAdvancedEngineeringRank5BWLongDesc,"Gain 100% XP from electrical trap kills. All forge recipes cost 20% less. Crafting Forged Steel and electrical devices costs 35% less. Craft anything 50% faster. 10% more chance of finding parts/Handy Land/Wiring 101/Electrical Traps/Forge Ahead magazines in loot."
perkFlurryOfFortitudeRank1BWLongDesc,"Gain 10% faster attack speed with punches and brawling weapons, 5% chance to reduce your target's armor with every hit with normal attacks. When hitting KO'd enemies, have a 3% chance for an UPPERCUT!(instant kill)"
perkFlurryOfFortitudeRank2BWLongDesc,"Gain 15% faster attack speed with punches and brawling weapons, as well as 10% chance to reduce your target's armor with every hit with normal attacks. When hitting KO'd enemies, have a 6% chance for a Falcon PUNCH!"
perkFlurryOfFortitudeRank3BWLongDesc,"Gain 20% faster attack speed with punches and brawling weapons, as well as 15% chance to reduce your target's armor with every hit with normal attacks. When hitting KO'd enemies, have a 9% chance for an assist from ONE PUNCH MAN!"
perkFlurryOfFortitudeRank4BWLongDesc,"Gain 25% faster attack speed with punches and brawling weapons as well as 20% chance to reduce your target's armor with every hit with normal attacks. When hitting KO'd enemies, have a 12% chance for a GOMU GOMU NO-ELEPHANT GUN!"
perkFlurryOfFortitudeRank5BWLongDesc,"Gain 30% faster attack speed with punches and brawling weapons, as well as 25% chance to reduce your target's armor with every hit with normal attacks. When hitting KO'd enemies, have a 15% chance for a FINISH HIM! FATALITY."
perkDeepCutsRank1BWLongDesc,"Knives deal 10% more damage as well as degrading 10% less. Inflict up to 50 Bleeding Wounds on an enemy and a power attack inflicts 4 while a normal attack inflicts 2. Every attack refreshes the duration on bleeding and increases the number of stacks on an enemy exponentially. Enemies run 10% slower while bleeding. Stamina costs are reduced by 20% for both attacks. Killing blows grant 10 stamina. 2% more chance of finding Knives/parts/Knife Guy magazines in loot."
perkDeepCutsRank2BWLongDesc,"Knives deal 20% more damage as well as degrading 15% less. Inflict up to 100 Bleeding Wounds on an enemy and a power attack inflicts 6 while a normal attack inflicts 3. Stamina costs are reduced by 30% for both attacks. Killing blows grant 15 stamina. 4% more chance of finding Knife Guy magazines."
perkDeepCutsRank3BWLongDesc,"Knives deal 30% more damage as well as degrading 20% less. Inflict up to 300 Bleeding Wounds on an enemy and a power attack inflicts 8 while a normal attack inflicts 4. Glancing blows have a 40% chance to cause 1 Bleeding Wound. Enemies run 15% slower while bleeding. Stamina costs are reduced by 40% for both attacks. Killing blows grant 20 stamina. 6% more chance of finding Knives/parts/Knife Guy magazines in loot."
perkDeepCutsRank4BWLongDesc,"Knives deal 40% more damage as well as degrading 25% less. Inflict up to 600 Bleeding Wounds on an enemy and a power attack inflicts 10 while a normal attack inflicts 5. Glancing blows have a 70% chance to cause 1 Bleeding Wound. Stamina costs are reduced by 50% for both attacks. Killing blows grant 25 stamina. 8% more chance of finding Knives/parts/Knife Guy magazines in loot."
perkDeepCutsRank5BWLongDesc,"Knives deal 50% more damage as well as degrading 30% less. Inflict up to 1000 Bleeding Wounds on an enemy and a power attack inflicts 12 while a normal attack inflicts 6. All glancing blows cause 1 Bleeding Wound. Stamina costs are reduced by 60% for both attacks. Enemies run 20% slower while bleeding. Killing blows grant 35 stamina. 10% more chance of finding Knives/parts/Knife Guy magazines in loot."
perkFlurryOfIntellectRank1BWLongDesc,"Stun batons gain 10% faster attack speed, pipe batons gain twice as much. When holding a stun baton gain a 5% chance of doing an ELECTRIC SLAM! after jumping, which applies a shock effect to all targets in a 6m radius around you. The chance is doubled if the baton is charged."
perkFlurryOfIntellectRank2BWLongDesc,"Stun batons gain 15% faster attack speed, pipe batons gain twice as much. When holding a stun baton gain a 7.5% chance of doing an ELECTRIC SLAM! after jumping, which applies a shock effect to all targets in a 6m radius around you. The chance is doubled if the baton is charged."
perkFlurryOfIntellectRank3BWLongDesc,"Stun batons gain 20% faster attack speed, pipe batons gain twice as much. When holding a stun baton gain a 10% chance of doing an ELECTRIC SLAM! after jumping, which applies a shock effect to all targets in a 6m radius around you. The chance is doubled if the baton is charged."
perkFlurryOfIntellectRank4BWLongDesc,"Stun batons gain 25% faster attack speed, pipe batons gain twice as much. When holding a stun baton gain a 12.5% chance of doing an ELECTRIC SLAM! after jumping, which applies a shock effect to all targets in a 6m radius around you. The chance is doubled if the baton is charged."
perkFlurryOfIntellectRank5BWLongDesc,"Stun batons gain 30% faster attack speed, pipe batons gain twice as much. When holding a stun baton gain a 15% chance of doing an ELECTRIC SLAM! after jumping, which applies a shock effect to all targets in a 6m radius around you. The chance is doubled if the baton is charged."
perkMotherLodeRank1BWLongDesc,"Harvest 20% more from ore/stone/terrain blocks and trees with any axe/pickaxe/shovel/chainsaw/auger. -10% exp gain from mining. Find rare gems while mining minerals. Effect doubles with Lucky Strike perk book."
perkMotherLodeRank2BWLongDesc,"Harvest 40% more from ore/stone/terrain blocks and trees with any axe/pickaxe/shovel/chainsaw/auger. -20% exp gain from mining. Find rare gems while mining minerals. Effect doubles with Lucky Strike perk book."
perkMotherLodeRank3BWLongDesc,"Harvest 60% more ore/stone/terrain blocks and trees with any axe/pickaxe/shovel/chainsaw/auger. -30% exp gain from mining. Find rare gems while mining minerals. Effect doubles with Lucky Strike perk book."
perkMotherLodeRank4BWLongDesc,"Harvest 80% more ore/stone/terrain blocks and trees with any axe/pickaxe/shovel/chainsaw/auger. -35% exp gain from mining. Find rare gems while mining minerals. Effect doubles with Lucky Strike perk book."
perkMotherLodeRank5BWLongDesc,"Harvest 100% more ore/stone/terrain blocks and trees with any axe/pickaxe/shovel/chainsaw/auger. -40% exp gain from mining. Find rare gems while mining minerals. Effect doubles with Lucky Strike perk book."
perkJavelinMasterRank1BWLongDesc,"Spears do 10% more damage and power attacks have a 20% chance to slow enemies as well as degrading 10% less. Stamina costs are reduced by 20% for both attacks. Killing blows grant 10 stamina. Gain 10% more range with spears. 2% more chance of finding Spears/parts/Sharp sticks magazines/Spear Hunters perk books in loot."
perkJavelinMasterRank2BWLongDesc,"Spears inflict 20% more damage and power attacks have a 40% chance to slow enemies as well as degrading 15% less. Stamina costs are reduced by 30% for both attacks. Killing blows grant 15 stamina. Gain 15% more range with spears. 4% more chance of finding Spears/parts/Sharp sticks magazines/Spear Hunters perk books in loot."
perkJavelinMasterRank3BWLongDesc,"Spears inflict 30% more damage and and power attacks have a 60% chance to slow enemies as well as degrading 20% less. Stamina costs are reduced by 40% for both attacks. Killing blows grant 20 stamina. Gain 20% more range with spears. 6% more chance of finding Spears/parts/Sharp sticks magazines/Spear Hunters perk books in loot."
perkJavelinMasterRank4BWLongDesc,"Spears inflict 40% more damage and power attacks have a 80% chance to slow enemies as well as degrading 25% less. Stamina costs are reduced by 50% for both attacks. Killing blows grant 25 stamina. Gain 25% more range with spears. 8% more chance of finding Spears/parts/Sharp sticks magazines/Spear Hunters perk books in loot."
perkJavelinMasterRank5BWLongDesc,"Spears inflict 50% more damage and power attacks have a 100% chance to slow enemies as well as degrading 30% less. Stamina costs are reduced by 60% for both attacks. Killing blows grant 35 stamina. Gain 30% more range with spears. 10% more chance of finding Spears/parts/Sharp sticks magazines/Spear Hunters perk books in loot."
perkElectrocutionerRank1BWLongDesc,"All batons deal 10% more damage as well as degrading 10% less. Stun batons electrify victims 20% longer. Stamina costs are reduced by 20% for both attacks.  Killing blows grant 10 stamina. Gain 10% more exp when getting kills with batons and 2% more chance of finding batons/parts/Tech Planet magazines/Tech Junkie perk books in loot."
perkElectrocutionerRank2BWLongDesc,"All batons deal 20% more damage as well as degrading 15% less. Stun batons electrify victims 40% longer. Stamina costs are reduced by 30% for both attacks. Killing blows grant 15 stamina. Gain 15% more exp when getting kills with batons and 4% more chance of finding batons/parts/Tech Planet magazines/Tech Junkie perk books in loot."
perkElectrocutionerRank3BWLongDesc,"All batons deal 30% more damage as well as degrading 20% less. Stun batons electrify victims 60% longer. Stamina costs are reduced by 40% for both attacks. Killing blows grant 20 stamina. Gain 20% more exp when getting kills with batons and 6% more chance of finding batons/parts/Tech Planet magazines/Tech Junkie perk books in loot."
perkElectrocutionerRank4BWLongDesc,"All batons deal 40% more damage as well as degrading 25% less. Stun batons electrify victims 80% longer. Stamina costs are reduced by 50% for both attacks. Killing blows grant 25 stamina. Gain 25% more exp when getting kills with batons and 8% more chance of finding batons/parts/Tech Planet magazines/Tech Junkie perk books in loot."
perkElectrocutionerRank5BWLongDesc,"All batons deal 50% more damage as well as degrading 30% less. Stun batons electrify victims 100% longer. Stamina costs are reduced by 60% for both attacks. Killing blows grant 35 stamina. Gain 30% more exp when getting kills with batons and 10% more chance of finding batons/parts/Tech Planet magazines/Tech Junkie perk books in loot."
perkSalvageOperationsRank1BWLongDesc,"Salvage tools deal 10% more damage. Harvest 20% faster and gain up to 20% more resources with a wrench/ratchet/impact driver. Stamina costs are reduced by 20% for both attacks. 10% faster attack speed with a wrench/ratchet/impact driver and 2% more chance of finding Tools/parts/Scrapping 4 fun magazines/Wasteland Treasures perk books in loot. Killing blows with salvaging tools grant 10 stamina."
perkSalvageOperationsRank2BWLongDesc,"Salvage tools deal 20% more damage. Harvest 40% faster and gain up to 40% more resources with a wrench/ratchet/impact driver. Stamina costs are reduced by 30% for both attacks. 15% faster attack speed with a wrench/ratchet/impact driver and 4% more chance of finding Tools/parts/Scrapping 4 fun magazines/Wasteland Treasures perk books in loot. Killing blows with salvaging tools grant 15 stamina."
perkSalvageOperationsRank3BWLongDesc,"Salvage tools deal 30% more damage. Harvest 60% faster and gain up to 60% more resources with a wrench/ratchet/impact driver. Stamina costs are reduced by 40% for both attacks. 20% faster attack speed with a wrench/ratchet/impact driver and 6% more chance of finding Tools/parts/Scrapping 4 fun magazines/Wasteland Treasures perk books in loot. Killing blows with salvaging tools grant 20 stamina."
perkSalvageOperationsRank4BWLongDesc,"Salvage tools deal 40% more damage. Harvest 80% faster and gain up to 80% more resources with a wrench/ratchet/impact driver. Stamina costs are reduced by 50% for both attacks. 25% faster attack speed with a wrench/ratchet/impact driver and 8% more chance of finding Tools/parts/Scrapping 4 fun magazines/Wasteland Treasures perk books in loot. Killing blows with salvaging tools grant 25 stamina."
perkSalvageOperationsRank5BWLongDesc,"Salvage tools deal 50% more damage. Harvest 100% faster and gain up to 100% more resources with a wrench/ratchet/impact driver. Gain 30% faster attack speed with a wrench/ratchet/impact driver and 10% chance of finding Tools/parts/Scrapping 4 fun magazines/Wasteland Treasures perk books in loot. Killing blows with salvaging tools grant 35 stamina and stamina costs are reduced by 60% for both attacks."
